shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
-0.07209709703062514,-1.7962915026140858,1.5416506918250694,1.2026409377023426,-0.2454369260617026,-0.25770877236478773
-0.07209709703062514,-1.7978254834019713,1.5416506918250694,1.1811652066719438,-0.24390294527381695,-0.25770877236478773
-0.07209709703062514,-1.7932235410383146,1.5416506918250694,0.880504972246358,-0.12732040539450823,-0.25770877236478773
-0.009203884727313847,-1.483359421885415,1.543184672612955,0.36815538909255385,0.03834951969714103,-0.25770877236478773
0.06902913545485385,-1.0032234352772094,1.543184672612955,-0.2638446955163303,0.08283496254582462,-0.25770877236478773
0.12732040539450823,-0.5599029875782591,1.5416506918250694,-0.8835729338221293,0.08283496254582462,-0.25770877236478773
0.1902136176978195,-0.29145634969827183,1.543184672612955,-1.4097283440669042,0.08283496254582462,-0.25770877236478773
0.260776733940559,-0.18867963690993386,1.5462526341887264,-1.7241944055834606,0.02914563496982718,-0.23009711818284617
0.3129320807286708,-0.10277671278833796,1.547786614976612,-1.7426021750380885,0.02914563496982718,0.23623304133438874
0.32213596545598466,0.006135923151542565,1.4772234987338724,-1.739534213462317,0.02761165418194154,0.6304661038209985
0.32213596545598466,0.12578642460662257,1.2747380347329678,-1.6229516735830083,-0.0030679615757712823,0.662679700366597
0.32213596545598466,0.23009711818284617,1.0293011086712651,-1.5079031144915853,-0.0030679615757712823,0.662679700366597
0.32213596545598466,0.2899223689103862,0.8268156446703606,-1.3775147475213059,-0.0030679615757712823,0.662679700366597
0.32213596545598466,0.32213596545598466,0.6780195082454534,-1.2701360923693108,-0.0030679615757712823,0.662679700366597
0.32213596545598466,0.3712233506683252,0.6181942575179133,-1.2686021115814252,-0.0030679615757712823,0.662679700366597
0.320601984668099,0.3712233506683252,0.6181942575179133,-1.2686021115814252,-0.0030679615757712823,0.4540583132141498
0.31139809994078516,0.36968936988043954,0.5936505649117432,-1.2686021115814252,0.010737865515199488,0.2454369260617026
0.31139809994078516,0.36968936988043954,0.5936505649117432,-1.3330293046726223,0.01227184630308513,0.07363107781851078
0.3129320807286708,0.3712233506683252,0.6427379501240836,-1.4250681519457606,0.01687378866674205,-0.10124273200045232
0.3129320807286708,0.36815538909255385,0.6657476619423682,-1.4312040750973032,0.01687378866674205,-0.16873788666742054
0.31600004230444206,0.28225246497095796,0.786932144185334,-1.4358060174609601,0.01687378866674205,-0.25310683000113077
0.320601984668099,0.14266021327336462,0.9556700308527545,-1.4388739790367313,0.044485442848683596,-0.25464081078901646
0.31600004230444206,-0.10124273200045232,1.1873011298234863,-1.4388739790367313,0.056757289151768725,-0.2561747915769021
0.31600004230444206,-0.3190680038802134,1.342233189399936,-1.423534171157875,0.056757289151768725,-0.2561747915769021
0.27765052260730105,-0.5721748338813442,1.342233189399936,-1.047708878125893,0.056757289151768725,-0.2561747915769021
0.2193592526676467,-0.8774370106705868,1.2686021115814252,-0.5660389107298016,0.021475731030398976,-0.2561747915769021
0.18867963690993386,-1.047708878125893,0.9219224535192704,0.13192234775816514,-0.0260776733940559,-0.2561747915769021
0.19634954084936207,-1.0584467436410925,0.7040971816395093,0.8436894333371027,-0.3727573314562108,-0.2561747915769021
0.260776733940559,-1.0400389741864646,0.7025632008516236,1.2210487071569704,-0.9157865303677277,-0.2561747915769021
0.29299033048615747,-0.8268156446703606,0.6642136811544826,1.2962137657633668,-1.1474176293384597,-0.2561747915769021
0.3236699462438703,-0.5859806609723149,0.5660389107298016,1.2962137657633668,-1.1596894756415448,-0.2561747915769021
0.3328738309711841,-0.45712627478992107,0.5629709491540303,1.2732040539450822,-1.2686021115814252,-0.2561747915769021
0.303728196001357,-0.3436116964863836,0.5629709491540303,1.0875923786109196,-1.3483691125514785,-0.2561747915769021
0.27304858024364415,-0.3052621767892426,0.5629709491540303,1.0615147052168636,-1.3989904785517047,-0.2561747915769021
0.27304858024364415,-0.3021942152134713,0.5414952181236313,1.0569127628532067,-1.3989904785517047,-0.2561747915769021
0.27304858024364415,-0.3021942152134713,0.5399612373357456,1.0569127628532067,-1.3989904785517047,-0.2561747915769021
0.27304858024364415,-0.3021942152134713,0.5399612373357456,1.0569127628532067,-1.397456497763819,-0.19634954084936207
0.2638446955163303,-0.3021942152134713,0.5553010452146021,1.0569127628532067,-1.397456497763819,-0.13959225169759334
0.2638446955163303,-0.3175340230923277,0.5875146417602005,1.0569127628532067,-1.397456497763819,-0.13959225169759334
0.2638446955163303,-0.3175340230923277,0.5875146417602005,1.0569127628532067,-1.3867186322486196,-0.13959225169759334
0.2638446955163303,-0.3175340230923277,0.5875146417602005,1.0569127628532067,-1.380582709097077,-0.13959225169759334
0.2638446955163303,-0.3175340230923277,0.5875146417602005,1.0569127628532067,-1.380582709097077,-0.13959225169759334
0.2638446955163303,-0.3175340230923277,0.5875146417602005,1.0569127628532067,-1.380582709097077,-0.13959225169759334
0.24697090684958822,-0.3175340230923277,0.5875146417602005,1.0569127628532067,-1.3775147475213059,-0.019941750242513337
0.1902136176978195,-0.3175340230923277,0.5875146417602005,1.0569127628532067,-1.3775147475213059,0.1518640980006785
0.21168934872821848,-0.3313398501832985,0.5875146417602005,1.0569127628532067,-1.3023496889149093,0.17333982903107745
0.36968936988043954,-0.4387185053352934,0.5875146417602005,1.0354370318228079,-1.0875923786109196,0.2699806186678728
0.43104860139586515,-0.44485442848683593,0.5890486225480862,1.0139613007924089,-0.9848156658225816,0.3236699462438703
0.43104860139586515,-0.44485442848683593,0.5890486225480862,0.9894176081862386,-0.9602719732164113,0.29299033048615747
0.440252486123179,-0.44945637085049284,0.6335340653967698,0.8099418560036186,-0.7439806821245359,-0.1303883669702795
0.4387185053352934,-0.483203948183977,0.6304661038209985,0.8114758367915041,-0.1932815792735908,-0.2561747915769021
0.43718452454740775,-0.504679679214376,0.6304661038209985,0.863631183579616,0.32980586939541284,-0.2561747915769021
0.43718452454740775,-0.4172427743048944,0.440252486123179,1.1642914180052018,0.45252433242626416,-0.2561747915769021
0.44178646691106466,-0.29299033048615747,0.2837864457588436,1.368310862793992,0.5184855063053467,-0.2561747915769021
0.5522330836388308,-0.2837864457588436,0.2745825610315298,1.3667768820061064,0.6366020269725411,-0.2561747915769021
0.6856894121848816,-0.2837864457588436,0.2868544073346149,1.3560390164909069,0.7102331047910518,-0.2561747915769021
0.6979612584879668,-0.28225246497095796,0.320601984668099,1.2701360923693108,0.7194369895183657,-0.2561747915769021
0.6979612584879668,-0.28225246497095796,0.320601984668099,1.2532623037025687,0.7194369895183657,-0.2561747915769021
0.6948932969121955,-0.28225246497095796,0.320601984668099,1.2532623037025687,0.7194369895183657,-0.2561747915769021
0.6933593161243098,-0.28225246497095796,0.320601984668099,1.2532623037025687,0.7194369895183657,-0.2561747915769021
0.6933593161243098,-0.28225246497095796,0.320601984668099,1.2532623037025687,0.7179030087304801,-0.2561747915769021
0.6565437772150544,-0.3528155812136975,0.40803888957758055,1.2379224958237125,0.42184471666855133,-0.2561747915769021
0.5200194870932323,-0.6810874698212247,0.6335340653967698,1.214912784005428,-0.2715145994557585,-0.2561747915769021
0.2761165418194154,-1.1013982057018903,0.9295923574586985,1.214912784005428,-0.9004467224888714,-0.2561747915769021
0.10737865515199488,-1.4511458253398166,1.1688933603688585,1.2164467647933135,-1.0032234352772094,-0.2561747915769021
0.02914563496982718,-1.71038857849249,1.3744467859455345,1.214912784005428,-0.4141748127291231,-0.2561747915769021
-0.0030679615757712823,-1.8331070415233413,1.5401167110371838,1.2241166687327416,-0.009203884727313847,-0.2561747915769021
-0.0046019423636569235,-1.8331070415233413,1.543184672612955,1.2241166687327416,0.006135923151542565,-0.2561747915769021
-0.0046019423636569235,-1.8331070415233413,1.543184672612955,1.2241166687327416,0.006135923151542565,-0.2561747915769021
