left_shoulder_pan,left_shoulder_lift,left_elbow_flex,left_wrist_flex,left_wrist_roll,left_gripper,right_shoulder_pan,right_shoulder_lift,right_elbow_flex,right_wrist_flex,right_wrist_roll,right_gripper
0.019941750242513337,-1.7901555794625432,1.5232429223704418,1.2900778426118242,-0.07363107781851078,-0.25310683000113077,0.09357282806102411,-1.8116313104929422,1.5109710760673565,1.23178657267217,-0.12118448224296566,-0.1641359443037636
0.019941750242513337,-1.7901555794625432,1.5232429223704418,1.2900778426118242,-0.07363107781851078,-0.25310683000113077,-0.0521553467881118,-1.5999419617647237,1.3130875544301088,1.167359379580973,0.08283496254582462,-0.1641359443037636
0.019941750242513337,-1.7901555794625432,1.5232429223704418,1.2900778426118242,-0.07363107781851078,-0.25310683000113077,-0.22856313739496054,-1.0032234352772094,1.0354370318228079,0.9510680884890975,0.09357282806102411,-0.1641359443037636
0.019941750242513337,-1.7901555794625432,1.5232429223704418,1.2900778426118242,-0.07363107781851078,-0.25310683000113077,-0.3466796580621549,-0.8467573949128739,1.1106020904292042,0.49394181369917645,0.1595340019401067,-0.1641359443037636
0.019941750242513337,-1.7901555794625432,1.5232429223704418,1.2900778426118242,-0.07363107781851078,-0.25310683000113077,-0.3512816004258118,-0.6688156235181395,1.1596894756415448,-0.039883500485026674,0.16106798272799233,-0.1641359443037636
0.019941750242513337,-1.7901555794625432,1.5232429223704418,1.2900778426118242,-0.07363107781851078,-0.25310683000113077,-0.4172427743048944,-0.6120583343663708,1.4649516524307873,-0.8820389530342436,0.16720390587953488,-0.1641359443037636
0.019941750242513337,-1.7901555794625432,1.5232429223704418,1.2900778426118242,-0.07363107781851078,-0.25310683000113077,-0.4356505437595221,-0.6135923151542565,1.4910293258248433,-1.081456455459377,0.16720390587953488,0.039883500485026674
0.019941750242513337,-1.7901555794625432,1.5232429223704418,1.2900778426118242,-0.07363107781851078,-0.25310683000113077,-0.4387185053352934,-0.3865631585471816,1.4557477677034734,-1.0952622825503477,0.12578642460662257,0.4924078329112908
0.019941750242513337,-1.7901555794625432,1.5232429223704418,1.2900778426118242,-0.07363107781851078,-0.25310683000113077,-0.4387185053352934,-0.10124273200045232,1.1612234564294304,-1.0952622825503477,0.06135923151542565,0.8897088569736719
0.019941750242513337,-1.7901555794625432,1.5232429223704418,1.2900778426118242,-0.07363107781851078,-0.25310683000113077,-0.44638840927472156,0.14726215563702155,0.8835729338221293,-1.0952622825503477,0.06135923151542565,0.8989127417009857
0.019941750242513337,-1.7901555794625432,1.5232429223704418,1.2900778426118242,-0.07363107781851078,-0.25310683000113077,-0.4878058905476339,0.3052621767892426,0.6948932969121955,-1.0937283017624622,0.06135923151542565,0.8390874909734457
0.019941750242513337,-1.7901555794625432,1.5232429223704418,1.2900778426118242,-0.07363107781851078,-0.25310683000113077,-0.4693981210930062,0.46019423636569234,0.4341165629716365,-0.9848156658225816,0.0337475773334841,0.8222137023067037
0.019941750242513337,-1.7901555794625432,1.5232429223704418,1.2900778426118242,-0.07363107781851078,-0.25310683000113077,-0.45252433242626416,0.47553404424454876,0.4356505437595221,-0.9035146840646426,0.023009711818284616,0.8176117599430467
0.019941750242513337,-1.7901555794625432,1.5232429223704418,1.2900778426118242,-0.07363107781851078,-0.25310683000113077,-0.45252433242626416,0.4740000634566631,0.4586602555778067,-0.9802137234589247,0.04295146206079795,0.5276893910326605
0.019941750242513337,-1.7901555794625432,1.5232429223704418,1.2900778426118242,-0.07363107781851078,-0.25310683000113077,-0.45252433242626416,0.4632621979414636,0.5384272565478601,-0.9341942998223555,0.04295146206079795,0.5276893910326605
0.019941750242513337,-1.7901555794625432,1.5232429223704418,1.2900778426118242,-0.07363107781851078,-0.25310683000113077,-0.45252433242626416,0.36815538909255385,0.5384272565478601,-0.8268156446703606,0.04295146206079795,0.3865631585471816
0.019941750242513337,-1.7901555794625432,1.5232429223704418,1.2900778426118242,-0.07363107781851078,-0.25310683000113077,-0.45252433242626416,0.3236699462438703,0.5537670644267164,-0.803805932852076,0.04295146206079795,0.3021942152134713
0.019941750242513337,-1.7901555794625432,1.5232429223704418,1.2900778426118242,-0.07363107781851078,-0.25310683000113077,-0.4586602555778067,0.22549517581918926,0.6672816427302539,-0.8007379712763046,0.04601942363656923,0.17794177139473438
0.019941750242513337,-1.7901555794625432,1.5232429223704418,1.2900778426118242,-0.07363107781851078,-0.25310683000113077,-0.4586602555778067,0.1932815792735908,0.6672816427302539,-0.7976700097005334,0.04601942363656923,0.07209709703062514
0.019941750242513337,-1.7901555794625432,1.5232429223704418,1.2900778426118242,-0.07363107781851078,-0.25310683000113077,-0.461728217153578,0.14572817484913592,0.6718835850939109,-0.7900001057611052,0.04601942363656923,-0.14572817484913592
0.019941750242513337,-1.7901555794625432,1.5232429223704418,1.2900778426118242,-0.07363107781851078,-0.25310683000113077,-0.47553404424454876,0.07209709703062514,0.7025632008516236,-0.7853981633974483,0.04601942363656923,-0.1518640980006785
0.019941750242513337,-1.7901555794625432,1.5232429223704418,1.2900778426118242,-0.07363107781851078,-0.25310683000113077,-0.4970097752749477,-0.2316310989707318,0.9295923574586985,-0.7838641826095626,0.04601942363656923,-0.1641359443037636
0.019941750242513337,-1.7901555794625432,1.5232429223704418,1.2900778426118242,-0.07363107781851078,-0.25310683000113077,-0.5154175447295755,-0.440252486123179,1.1152040327928612,-0.7838641826095626,0.047553404424454875,-0.1641359443037636
0.019941750242513337,-1.7901555794625432,1.5232429223704418,1.2900778426118242,-0.07363107781851078,-0.25310683000113077,-0.38963112012295287,-0.7086991240031663,1.0461748973380072,-0.2638446955163303,0.04908738521234052,-0.1641359443037636
0.019941750242513337,-1.7901555794625432,1.5232429223704418,1.2900778426118242,-0.07363107781851078,-0.25310683000113077,-0.303728196001357,-0.8406214717613314,0.9157865303677277,0.32673790781964157,0.3620194659410113,-0.1641359443037636
0.019941750242513337,-1.7901555794625432,1.5232429223704418,1.2900778426118242,-0.07363107781851078,-0.25310683000113077,-0.2975922728498144,-0.46019423636569234,0.33594179254695544,0.983281685034696,0.5951845456996288,-0.1641359443037636
0.019941750242513337,-1.7901555794625432,1.5232429223704418,1.2900778426118242,-0.07363107781851078,-0.25310683000113077,-0.27304858024364415,-0.24083498369804565,0.16873788666742054,1.1903690913992575,0.7884661249732196,-0.1641359443037636
0.019941750242513337,-1.7901555794625432,1.5232429223704418,1.2900778426118242,-0.07363107781851078,-0.25310683000113077,-0.2500388684253595,0.0260776733940559,0.09817477042468103,1.2962137657633668,1.0246991663076084,-0.1641359443037636
0.019941750242513337,-1.7901555794625432,1.5232429223704418,1.2900778426118242,-0.07363107781851078,-0.25310683000113077,-0.24850488763747386,0.20708740636456155,0.09817477042468103,1.2946797849754812,1.1305438406717176,-0.1641359443037636
0.019941750242513337,-1.7901555794625432,1.5232429223704418,1.2900778426118242,-0.07363107781851078,-0.25310683000113077,-0.24850488763747386,0.24697090684958822,0.09817477042468103,1.1704273411567443,1.2072428800659996,-0.1641359443037636
0.019941750242513337,-1.7901555794625432,1.5232429223704418,1.2900778426118242,-0.07363107781851078,-0.25310683000113077,-0.24850488763747386,0.34054373491061235,0.09817477042468103,1.162757437217316,1.2072428800659996,-0.1641359443037636
0.019941750242513337,-1.7901555794625432,1.5232429223704418,1.2900778426118242,-0.07363107781851078,-0.25310683000113077,-0.25770877236478773,0.34514567727426926,0.10737865515199488,1.162757437217316,1.2072428800659996,-0.11965050145508001
0.019941750242513337,-1.7901555794625432,1.5232429223704418,1.2900778426118242,-0.07363107781851078,-0.25310683000113077,-0.25770877236478773,0.34514567727426926,0.11504855909142309,1.162757437217316,1.2072428800659996,0.619728238305799
0.019941750242513337,-1.7901555794625432,1.5232429223704418,1.2900778426118242,-0.07363107781851078,-0.25310683000113077,-0.25770877236478773,0.32673790781964157,0.11504855909142309,1.162757437217316,1.179631225884058,0.6458059116998549
0.019941750242513337,-1.7901555794625432,1.5232429223704418,1.2900778426118242,-0.07363107781851078,-0.25310683000113077,-0.260776733940559,0.0,0.2346990605465031,1.1060001480655473,0.8176117599430467,-0.1303883669702795
0.019941750242513337,-1.7901555794625432,1.5232429223704418,1.2900778426118242,-0.07363107781851078,-0.25310683000113077,-0.2162912910918754,-0.2715145994557585,0.23930100291016002,1.0998642249140047,0.018407769454627694,-0.1641359443037636
0.019941750242513337,-1.7901555794625432,1.5232429223704418,1.2900778426118242,-0.07363107781851078,-0.25310683000113077,-0.1641359443037636,-0.3052621767892426,0.06442719309119693,1.4296700943094176,-0.07669903939428206,-0.1641359443037636
0.019941750242513337,-1.7901555794625432,1.5232429223704418,1.2900778426118242,-0.07363107781851078,-0.25310683000113077,-0.1641359443037636,-0.16720390587953488,-0.11504855909142309,1.6367575006739792,-0.08283496254582462,-0.1641359443037636
0.019941750242513337,-1.7901555794625432,1.5232429223704418,1.2900778426118242,-0.07363107781851078,-0.25310683000113077,-0.11811652066719437,0.0,-0.11658253987930872,1.576932249946439,-0.0859029241215959,-0.1641359443037636
